"predicts","actual"
"60.06285776997163","56.59000015258789"
"61.18946798085301","55.9900016784668"
"61.01922349280021","55.84000015258789"
"59.85562094093895","56.189998626708984"
"60.092153157946086","55.220001220703125"
"59.71057153711183","54.93000030517578"
"58.462979191355245","54.529998779296875"
"58.491486653590485","53.45000076293945"
"58.079877337330046","54.29999923706055"
"58.23784254347055","53.54999923706055"
"58.03814817220031","54.119998931884766"
"58.13083913818045","54.939998626708984"
"58.55898253534494","55.11000061035156"
"58.94979988180472","54.90999984741211"
"59.14578636724336","54.119998931884766"
"58.624445259701744","54.310001373291016"
"58.575068580044345","53.470001220703125"
"57.66648823587043","53.709999084472656"
"57.64971314238733","54.36000061035156"
"58.39964232154189","54.77000045776367"
"58.70552436321928","54.56999969482422"
"58.81049461111172","54.119998931884766"
"58.62296210536911","52.59000015258789"
"57.12687343098878","51.88999938964844"
"56.32403890082708","53.09000015258789"
"56.68506338463","55.130001068115234"
"58.34156446979968","55.20000076293945"
"59.360553294419034","55.61000061035156"
"59.87233423632486","55.20000076293945"
"59.88178934519543","55.79999923706055"
"59.80774904494821","55.91999816894531"
"59.99807173477909","56.720001220703125"
"60.4337977584692","56.83000183105469"
"60.778050238693865","58.060001373291016"
"61.403193610090966","57.9900016784668"
"61.81254111599414","58.4900016784668"
"62.153722230788304","57.869998931884766"
"62.09833877608372","57.7400016784668"
"61.83263785720138","57.7599983215332"
"61.50138151681645","57.7599983215332"
"61.64255617994955","56.9900016784668"
"61.22295636972203","56.72999954223633"
"60.74104553809455","57.13999938964844"
"60.77851063451796","56.369998931884766"
"60.73006401622331","55.790000915527344"
"60.217723801537886","55.45000076293945"
"59.633150880948136","55.5"
"59.500130476739685","55.40999984741211"
"59.53110059314808","54.91999816894531"
"59.115947156013604","54.75"
"58.783668057120124","54.790000915527344"
"58.934980698097775","55.849998474121094"
"59.48257363732709","55.97999954223633"
"59.87990450323103","55.77000045776367"
"59.88851915797977","55.130001068115234"
"59.59071412760554","56.72999954223633"
"60.10282259942649","56.45000076293945"
"60.34400512324741","56.77000045776367"
"60.62042492208792","56.880001068115234"
"60.64048767434171","56.86000061035156"
"60.64479191181121","57.209999084472656"
"60.893711557400735","58.900001525878906"
"61.783199379446785","58.65999984741211"
"62.45191658917486","59.619998931884766"
"62.94994127464547","60.220001220703125"
"63.593568456913076","59.2400016784668"
"63.35432330343916","59.0"
"62.79192354012234","58.630001068115234"
"62.689962859563224","58.0"
"62.17317936168959","57.63999938964844"
"61.673625173313454","58.540000915527344"
"61.85547534401914","58.02000045776367"
"62.073387794341954","57.40999984741211"
"61.657298116034994","57.720001220703125"
"61.43303591122559","56.16999816894531"
"60.67858311135649","55.33000183105469"
"59.83689302758454","56.0099983215332"
"59.68942113834744","55.369998931884766"
"59.58019609146325","55.130001068115234"
"59.29598355256668","55.470001220703125"
"59.25346028188801","55.18000030517578"
"59.20681507812655","54.95000076293945"
"59.162187582238445","54.869998931884766"
"59.099907459887106","55.34000015258789"
"59.13471832803606","55.40999984741211"
"59.45908418058394","55.150001525878906"
"59.28025902673586","54.400001525878906"
"58.73514728110885","55.34000015258789"
"58.8947563166347","53.25"
"58.152592068392465","52.15999984741211"
"57.27447509622998","52.650001525878906"
"57.18990131031616","52.66999816894531"
"57.12385768384574","52.13999938964844"
"56.88112711769013","52.119998931884766"
"56.58093668076424","52.029998779296875"
"56.35126405254556","51.790000915527344"
"56.18351311771451","51.790000915527344"
"56.06842652131154","51.81999969482422"
"55.954872517718954","52.439998626708984"
"56.24298142664357","52.029998779296875"
"56.05488964812136","51.619998931884766"
"56.02918472959382","51.029998779296875"
"55.476026871712264","51.220001220703125"
"55.39603541470534","51.79999923706055"
"55.537896036717285","51.88999938964844"
"55.85092811823992","51.77000045776367"
"55.673851850542405","51.869998931884766"
"55.94774719711258","51.04999923706055"
"55.2196883645547","51.970001220703125"
"55.5842384298025","51.88999938964844"
"56.00871719980343","52.02000045776367"
"56.1810782726851","50.18000030517578"
"54.88375081830739","49.619998931884766"
"54.09668407264455","49.720001220703125"
"53.738910168754","49.72999954223633"
"53.7676277445197","49.959999084472656"
"53.996521716713744","50.90999984741211"
"54.59572224690913","51.08000183105469"
"55.103714965457","51.119998931884766"
"54.737153372145585","50.38999938964844"
"54.79088681765511","50.77000045776367"
"54.601339693944","50.209999084472656"
"54.620151034729616","50.130001068115234"
"54.25794620727031","50.68000030517578"
"54.35288662398828","51.59000015258789"
"55.11031191233239","51.099998474121094"
"55.263407428414055","51.279998779296875"
"55.19106966574451","51.709999084472656"
"55.42883475479064","51.34000015258789"
"55.428130256482646","51.52000045776367"
"55.465165856130554","51.0099983215332"
"55.03785982318303","50.630001068115234"
"54.78953961913629","50.06999969482422"
"54.264626581576906","50.650001525878906"
"54.38474045318654","50.459999084472656"
"54.25227314194797","51.849998474121094"
"55.22859965016997","50.56999969482422"
"54.70494420388846","52.099998474121094"
"55.437149688768","51.54999923706055"
"55.83468139848782","51.720001220703125"
"55.842291834157166","51.540000915527344"
"55.61519927649631","52.29999923706055"
"56.27199872318066","51.790000915527344"
"56.07562290972969","51.290000915527344"
"55.73220779372198","50.91999816894531"
"55.3369718833129","50.849998474121094"
"55.03395109353556","51.790000915527344"
"55.46982543265892","52.29999923706055"
"56.392804733478854","52.13999938964844"
"56.6303318998508","51.90999984741211"
"56.37067483487397","51.290000915527344"
"55.97147148662506","51.02000045776367"
"55.469887230756115","51.060001373291016"
